OrderID,Date,Region,Category,Product,CustomerSegment,Channel,UnitsSold,UnitPrice,DiscountPct,MarketingSpend,Sales
100603,2024-03-11,East,Beauty,Moisturizer,Returning,In-Store,3,20.76,0.0,35.27,62.28
100604,2024-03-11,North,Electronics,Wireless Earbuds,New,Online,4,52.51,0.0,35.35,1680.32
100605,2024-03-11,East,Electronics,Wireless Earbuds,New,Online,2,45.1,0.0,4.62,90.2
100606,2024-03-12,East,Apparel,Backpack,Returning,Online,4,49.32,0.0,2.4,197.28
100607,2024-03-12,West,Beauty,Shampoo,New,In-Store,2,13.97,0.1,26.12,25.15
100608,2024-03-12,East,Electronics,Power Bank,Returning,Online,3,24.03,0.0,3.2,72.09
100609,2024-03-12,East,Home & Kitchen,Blender,New,Marketplace,2,40.41,0.0,15.48,80.82
100610,2024-03-12,West,Home & Kitchen,Coffee Maker,New,Online,5,67.07,0.0,6.28,335.35
100611,2024-03-12,North,Electronics,Power Bank,New,Online,2,25.4,0.0,25.46,50.8
100612,2024-03-12,North,Home & Kitchen,Vacuum Cleaner,Loyalty,Online,4,124.49,0.0,38.89,497.96
100613,2024-03-12,West,Home & Kitchen,Air Fryer,New,In-Store,1,87.89,0.0,35.08,87.89
100614,2024-03-12,North,Beauty,Shampoo,New,In-Store,2,12.48,0.15,40.8,21.22
100615,2024-03-12,West,Electronics,Power Bank,Loyalty,Online,1,28.51,0.0,30.48,28.51
100616,2024-03-12,West,Electronics,Wireless Earbuds,Returning,In-Store,5,56.38,0.0,27.34,281.9
100617,2024-03-12,East,Apparel,Backpack,New,Online,5,50.37,0.0,9.09,251.85
100618,2024-03-13,East,Home & Kitchen,Vacuum Cleaner,Returning,Online,4,120.0,0.1,13.28,432.0
100619,2024-03-13,West,Electronics,Bluetooth Speaker,Loyalty,Online,5,67.04,0.0,14.63,335.2
100620,2024-03-13,South,Home & Kitchen,Blender,Returning,In-Store,1,36.34,0.0,26.21,36.34
100621,2024-03-13,East,Beauty,Lipstick Set,Loyalty,Online,5,23.88,0.0,32.16,119.4
100622,2024-03-13,South,Electronics,Bluetooth Speaker,New,Online,5,53.18,0.1,48.47,239.31
100623,2024-03-13,South,Beauty,Lipstick Set,Returning,Marketplace,5,21.39,0.0,21.84,106.95
100624,2024-03-13,South,Beauty,Moisturizer,Returning,In-Store,2,18.08,0.0,4.59,36.16
100625,2024-03-13,East,Apparel,T-Shirt,Returning,Online,4,18.95,0.2,45.59,60.64
100626,2024-03-14,South,Beauty,Shampoo,Loyalty,In-Store,4,11.16,0.0,45.69,44.64
100627,2024-03-14,West,Electronics,Smartphone Case,Loyalty,In-Store,2,17.11,0.0,13.41,34.22
100628,2024-03-14,South,Home & Kitchen,Blender,Returning,Online,5,36.77,0.2,49.15,147.08
100629,2024-03-14,South,Home & Kitchen,Coffee Maker,Returning,Online,3,47.73,0.0,46.88,143.19
100630,2024-03-14,South,Electronics,Wireless Earbuds,Returning,Online,3,40.03,0.0,25.7,120.09
100631,2024-03-14,East,Home & Kitchen,Air Fryer,Returning,In-Store,2,80.26,0.1,36.37,144.47
100632,2024-03-15,North,Electronics,Wireless Earbuds,Returning,Online,3,51.35,0.0,37.08,154.05
100633,2024-03-15,East,Apparel,Running Shoes,New,Online,2,74.9,0.0,42.93,149.8
100634,2024-03-15,West,Home & Kitchen,Coffee Maker,New,Online,3,58.07,0.1,3.54,156.79
100635,2024-03-15,East,Home & Kitchen,Vacuum Cleaner,Returning,Online,4,125.65,0.0,15.71,502.6
100636,2024-03-15,West,Beauty,Face Serum,Returning,Online,3,35.45,0.0,24.18,106.35
100637,2024-03-15,North,Home & Kitchen,Blender,Loyalty,Online,3,41.18,0.0,11.64,123.54
100638,2024-03-15,North,Electronics,Smartphone Case,Returning,In-Store,3,15.13,0.15,9.83,38.58
100639,2024-03-16,East,Beauty,Moisturizer,Returning,In-Store,4,21.68,0.0,23.45,86.72
100640,2024-03-16,North,Home & Kitchen,Coffee Maker,New,In-Store,2,57.53,0.0,22.62,115.06
100641,2024-03-16,East,Electronics,Wireless Earbuds,Returning,Online,4,45.07,0.1,17.7,162.25
100642,2024-03-16,East,Home & Kitchen,Coffee Maker,Returning,In-Store,5,54.85,0.15,28.47,233.11
100643,2024-03-16,West,Home & Kitchen,Air Fryer,New,In-Store,3,89.47,0.0,11.31,268.41
100644,2024-03-16,North,Apparel,Backpack,New,Online,3,54.4,0.0,21.51,163.2
100645,2024-03-16,South,Apparel,T-Shirt,Returning,Marketplace,2,18.69,0.15,47.64,31.77
100646,2024-03-16,North,Electronics,Wireless Earbuds,Returning,Marketplace,1,46.2,0.1,34.03,41.58
100647,2024-03-16,North,Home & Kitchen,Air Fryer,New,Marketplace,3,83.2,0.0,20.26,249.6
100648,2024-03-16,East,Beauty,Shampoo,New,Marketplace,4,11.59,0.0,48.27,46.36
100649,2024-03-16,West,Beauty,Shampoo,Returning,Online,5,13.22,0.2,8.19,52.88
100650,2024-03-16,North,Home & Kitchen,Coffee Maker,New,Marketplace,1,59.26,0.0,20.95,59.26
100651,2024-03-16,South,Apparel,T-Shirt,Loyalty,Online,1,17.78,0.0,7.18,17.78
100652,2024-03-16,East,Apparel,Backpack,Returning,Online,5,49.53,0.0,36.59,247.65
100653,2024-03-16,North,Electronics,Smartphone Case,Returning,Online,3,17.48,0.2,23.73,41.95
100654,2024-03-16,West,Electronics,Smartphone Case,Returning,In-Store,2,17.76,0.0,45.51,35.52
100655,2024-03-16,North,Beauty,Moisturizer,New,In-Store,5,25.24,0.0,10.58,126.2
100656,2024-03-17,South,Electronics,Bluetooth Speaker,Loyalty,Marketplace,1,50.69,0.0,34.49,50.69
100657,2024-03-17,West,Beauty,Shampoo,Returning,Online,2,14.69,0.0,21.13,29.38
100658,2024-03-17,East,Apparel,T-Shirt,Returning,Online,2,19.51,0.0,3.47,39.02
100659,2024-03-17,East,Electronics,Smartphone Case,Returning,Online,3,14.2,0.0,24.4,42.6
100660,2024-03-17,North,Home & Kitchen,Coffee Maker,New,Marketplace,2,57.28,0.0,43.45,114.56
100661,2024-03-17,West,Home & Kitchen,Vacuum Cleaner,Returning,In-Store,4,136.84,0.0,23.2,547.36
100662,2024-03-17,North,Home & Kitchen,Coffee Maker,New,Marketplace,4,62.63,0.0,18.79,250.52
100663,2024-03-17,North,Electronics,Wireless Earbuds,Returning,In-Store,3,54.83,0.0,23.42,164.49
100664,2024-03-17,West,Home & Kitchen,Blender,Loyalty,Online,3,43.16,0.0,5.47,129.48
100665,2024-03-17,West,Beauty,Moisturizer,Returning,Online,4,26.51,0.1,33.67,95.44
100666,2024-03-17,East,Home & Kitchen,Vacuum Cleaner,New,Online,5,111.72,0.0,49.8,558.6
100667,2024-03-17,West,Electronics,Bluetooth Speaker,Returning,Online,2,67.41,0.15,18.31,114.6
100668,2024-03-17,North,Beauty,Moisturizer,New,Online,2,25.35,0.0,,50.7
100669,2024-03-18,East,Beauty,Moisturizer,Loyalty,Marketplace,2,22.58,0.15,41.28,38.39
100670,2024-03-18,East,Beauty,Shampoo,Loyalty,Marketplace,1,10.81,0.2,13.68,8.65
100671,2024-03-18,South,Apparel,Backpack,Returning,Online,1,47.44,0.0,28.34,47.44
100672,2024-03-18,West,Apparel,T-Shirt,Loyalty,Online,5,23.33,0.1,33.37,104.98
100673,2024-03-18,North,Electronics,Power Bank,New,Online,3,28.23,0.0,8.62,84.69
100674,2024-03-18,West,Beauty,Moisturizer,New,Marketplace,4,25.9,0.0,1.57,103.6
100675,2024-03-18,North,Beauty,Face Serum,Loyalty,Online,1,35.42,0.0,27.35,35.42
100676,2024-03-18,South,Home & Kitchen,Vacuum Cleaner,Returning,Marketplace,1,111.16,0.0,36.0,111.16
100677,2024-03-18,North,Electronics,Power Bank,New,In-Store,4,26.99,0.0,13.71,107.96
100678,2024-03-18,South,Home & Kitchen,Vacuum Cleaner,Loyalty,Online,4,102.63,0.0,8.04,410.52
100679,2024-03-19,West,Apparel,Backpack,Returning,Online,5,58.22,0.0,45.89,291.1
100680,2024-03-19,West,Beauty,Face Serum,Returning,In-Store,2,32.97,0.0,15.35,65.94
100681,2024-03-19,North,Beauty,Lipstick Set,Returning,In-Store,4,26.78,0.0,33.62,107.12
100682,2024-03-19,South,Beauty,Face Serum,New,Online,3,26.0,0.0,1.06,78.0
100683,2024-03-19,South,Home & Kitchen,Blender,New,In-Store,5,37.17,0.0,2.61,185.85
100684,2024-03-19,West,Home & Kitchen,Coffee Maker,Loyalty,Online,2,59.12,0.0,13.38,118.24
100685,2024-03-19,South,Beauty,Moisturizer,New,Online,3,19.5,0.0,46.16,58.5
100686,2024-03-19,South,Home & Kitchen,Air Fryer,Returning,In-Store,4,72.77,0.0,5.5,291.08
100687,2024-03-19,South,Apparel,Jacket,Loyalty,In-Store,3,88.08,0.0,14.23,264.24
100688,2024-03-19,South,Apparel,T-Shirt,Returning,Online,2,19.36,0.0,5.6,38.72
100689,2024-03-19,West,Apparel,Jacket,Returning,Marketplace,5,110.31,0.0,37.83,551.55
100690,2024-03-19,North,Home & Kitchen,Coffee Maker,Returning,Marketplace,3,64.07,0.0,3.15,192.21
100691,2024-03-19,North,Apparel,T-Shirt,Returning,In-Store,3,24.58,0.0,24.67,73.74
100692,2024-03-20,North,Apparel,T-Shirt,Returning,Online,3,21.08,0.0,44.28,63.24
100693,2024-03-20,North,Beauty,Moisturizer,Returning,Online,5,22.5,0.0,5.82,112.5
100694,2024-03-20,West,Beauty,Shampoo,Loyalty,In-Store,3,13.65,0.0,5.05,40.95
100695,2024-03-20,North,Beauty,Lipstick Set,New,In-Store,1,26.98,0.15,4.68,22.93
100696,2024-03-20,West,Beauty,Moisturizer,New,Marketplace,3,24.42,0.15,12.93,62.27
100697,2024-03-21,South,Electronics,Wireless Earbuds,Loyalty,Online,2,41.02,0.0,39.92,82.04
100698,2024-03-21,East,Beauty,Lipstick Set,New,Online,5,24.35,0.0,45.57,121.75
100699,2024-03-21,East,Apparel,Jacket,New,Marketplace,4,95.96,0.0,43.34,383.84
100700,2024-03-21,West,Electronics,Bluetooth Speaker,New,Online,2,59.81,0.0,9.38,119.62
100701,2024-03-21,North,Home & Kitchen,Vacuum Cleaner,Returning,Marketplace,3,132.06,0.0,20.02,396.18
100702,2024-03-22,West,Apparel,Jacket,New,In-Store,2,114.91,0.0,12.78,229.82
100703,2024-03-22,South,Apparel,Running Shoes,New,Marketplace,3,66.78,0.0,3.12,200.34
100704,2024-03-22,South,Home & Kitchen,Vacuum Cleaner,New,Online,1,106.65,0.0,48.22,106.65
100705,2024-03-22,East,Home & Kitchen,Vacuum Cleaner,Returning,Online,2,116.84,0.0,39.15,233.68
100706,2024-03-22,South,Apparel,Jacket,Returning,Online,5,75.04,0.0,40.44,375.2
100707,2024-03-22,South,Apparel,Running Shoes,Returning,Online,1,58.67,0.0,,58.67
100708,2024-03-22,East,Home & Kitchen,Air Fryer,New,In-Store,3,92.06,0.0,4.07,276.18
100709,2024-03-22,North,Electronics,Wireless Earbuds,Returning,Online,1,51.05,0.0,48.95,51.05
100710,2024-03-22,South,Beauty,Lipstick Set,Returning,Online,1,22.31,0.0,12.37,22.31
100711,2024-03-22,East,Apparel,Running Shoes,Loyalty,Online,5,65.24,0.2,29.81,260.96
100712,2024-03-23,South,Beauty,Lipstick Set,Returning,Marketplace,2,20.13,0.15,33.68,34.22
100713,2024-03-23,North,Beauty,Moisturizer,New,Online,5,26.67,0.0,40.04,133.35
100714,2024-03-23,East,Beauty,Lipstick Set,New,Marketplace,5,25.64,0.15,10.47,108.97
100715,2024-03-23,North,Electronics,Wireless Earbuds,Loyalty,Marketplace,3,49.03,0.0,8.68,147.09
100716,2024-03-23,East,Apparel,Jacket,Loyalty,In-Store,3,88.81,0.0,36.36,266.43
100717,2024-03-23,East,Electronics,Smartphone Case,Returning,In-Store,3,15.91,0.0,22.03,47.73
100718,2024-03-23,West,Electronics,Power Bank,Loyalty,Online,4,28.9,0.0,1.18,115.6
100719,2024-03-23,South,Electronics,Wireless Earbuds,Returning,Online,4,41.11,0.15,19.8,139.77
100720,2024-03-23,North,Home & Kitchen,Vacuum Cleaner,New,Marketplace,2,127.69,0.15,6.87,217.07
100721,2024-03-23,South,Beauty,Shampoo,New,In-Store,1,11.26,0.0,29.54,11.26
100722,2024-03-23,East,Apparel,Running Shoes,Loyalty,Online,4,75.41,0.0,47.72,301.64
100723,2024-03-23,West,Home & Kitchen,Coffee Maker,Returning,Online,4,66.72,0.0,29.76,266.88
100724,2024-03-24,East,Home & Kitchen,Coffee Maker,Loyalty,Online,1,52.45,0.0,49.09,52.45
100725,2024-03-24,East,Home & Kitchen,Air Fryer,Loyalty,Online,2,83.05,0.15,17.83,141.18
100726,2024-03-24,North,Electronics,Power Bank,Returning,Online,3,27.84,0.0,46.23,83.52
100727,2024-03-24,South,Beauty,Moisturizer,Returning,Online,3,19.88,0.0,17.99,59.64
100728,2024-03-24,South,Apparel,Running Shoes,New,Online,4,59.11,0.0,30.19,236.44
100729,2024-03-24,North,Home & Kitchen,Blender,New,Marketplace,5,39.82,0.15,20.57,169.24
100730,2024-03-24,North,Home & Kitchen,Air Fryer,Loyalty,In-Store,2,82.38,0.0,13.97,164.76
100731,2024-03-24,South,Electronics,Bluetooth Speaker,New,Marketplace,2,56.56,0.1,25.42,101.81
100732,2024-03-24,North,Electronics,Bluetooth Speaker,Returning,Marketplace,3,68.46,0.0,47.99,205.38
100733,2024-03-24,East,Electronics,Wireless Earbuds,Returning,In-Store,5,48.12,0.15,11.63,204.51
100734,2024-03-25,East,Beauty,Shampoo,Loyalty,In-Store,5,11.98,0.0,27.96,59.9
100735,2024-03-25,South,Home & Kitchen,Coffee Maker,Returning,Online,5,45.16,0.0,14.73,225.8
100736,2024-03-25,North,Electronics,Smartphone Case,New,In-Store,5,17.02,0.0,30.39,85.1
100737,2024-03-25,South,Home & Kitchen,Air Fryer,New,Marketplace,5,70.71,0.0,19.32,353.55
100738,2024-03-25,South,Apparel,Jacket,New,Online,4,81.85,0.1,3.0,294.66
100739,2024-03-25,South,Beauty,Moisturizer,Returning,In-Store,2,19.86,0.0,4.33,39.72
100740,2024-03-26,South,Apparel,T-Shirt,Returning,Online,4,18.24,0.0,26.67,72.96
100741,2024-03-26,East,Beauty,Moisturizer,Loyalty,Online,2,21.83,0.0,40.93,43.66
100742,2024-03-26,West,Beauty,Lipstick Set,New,Online,1,29.17,0.0,18.56,29.17
100743,2024-03-26,South,Apparel,Backpack,New,Online,3,43.86,0.0,40.92,131.58
100744,2024-03-26,North,Beauty,Shampoo,Returning,In-Store,3,13.33,0.15,47.39,33.99
100745,2024-03-26,North,Electronics,Power Bank,Returning,Online,2,29.31,0.0,37.82,58.62
100746,2024-03-26,East,Apparel,Running Shoes,Loyalty,Online,5,72.87,0.0,43.25,364.35
100747,2024-03-27,North,Home & Kitchen,Vacuum Cleaner,Returning,Online,4,134.8,0.1,15.29,485.28
100748,2024-03-27,North,Beauty,Shampoo,New,In-Store,1,13.78,0.0,41.53,13.78
100749,2024-03-27,East,Beauty,Moisturizer,Returning,Marketplace,2,22.38,0.0,32.77,44.76
100750,2024-03-27,North,Apparel,Jacket,New,In-Store,2,91.07,0.0,10.39,182.14
100751,2024-03-27,East,Home & Kitchen,Coffee Maker,Returning,Online,2,52.84,0.0,,105.68
100752,2024-03-27,South,Home & Kitchen,Coffee Maker,New,In-Store,4,48.31,0.15,39.92,164.25
100753,2024-03-28,North,Apparel,T-Shirt,New,In-Store,5,20.46,0.0,44.34,102.3
100754,2024-03-28,West,Home & Kitchen,Air Fryer,New,In-Store,5,97.2,0.0,0.21,486.0
100755,2024-03-28,North,Home & Kitchen,Vacuum Cleaner,New,In-Store,5,133.04,0.15,0.19,565.42
100756,2024-03-28,North,Home & Kitchen,Vacuum Cleaner,New,Online,4,138.44,0.0,44.11,553.76
100757,2024-03-28,South,Apparel,Jacket,Loyalty,In-Store,2,82.56,0.0,15.22,165.12
100758,2024-03-28,North,Apparel,Backpack,Returning,Marketplace,2,52.88,0.0,14.26,105.76
100759,2024-03-29,North,Home & Kitchen,Air Fryer,Returning,Marketplace,2,85.81,0.0,21.31,171.62
100760,2024-03-29,East,Apparel,Backpack,New,Online,1,45.0,0.0,6.25,45.0
100761,2024-03-29,North,Electronics,Power Bank,New,Online,5,29.47,0.0,26.34,147.35
100762,2024-03-29,North,Apparel,Backpack,New,Online,3,56.59,0.2,41.21,135.82
100763,2024-03-29,East,Home & Kitchen,Air Fryer,New,Online,3,82.1,0.1,23.86,221.67
100764,2024-03-29,North,Beauty,Moisturizer,Loyalty,Marketplace,1,24.85,0.15,,21.12
100765,2024-03-29,East,Home & Kitchen,Coffee Maker,New,Online,4,56.52,0.2,14.5,180.86
100766,2024-03-29,West,Apparel,T-Shirt,New,Marketplace,5,22.54,0.0,7.97,112.7
100767,2024-03-29,West,Electronics,Smartphone Case,New,Online,2,16.36,0.0,16.55,32.72
100768,2024-03-29,West,Apparel,Backpack,Returning,Online,4,57.8,0.0,16.35,231.2
100769,2024-03-30,West,Beauty,Lipstick Set,New,Marketplace,3,28.96,0.1,11.7,78.19
100770,2024-03-30,North,Apparel,T-Shirt,New,Online,1,22.0,0.0,31.0,22.0
100771,2024-03-30,South,Beauty,Lipstick Set,Returning,Online,2,23.17,0.0,38.36,46.34
100772,2024-03-30,North,Apparel,Backpack,Returning,Marketplace,3,54.83,0.0,25.53,164.49
100773,2024-03-30,South,Beauty,Lipstick Set,Returning,Online,2,23.88,0.0,40.08,47.76
100774,2024-03-30,South,Electronics,Bluetooth Speaker,Returning,Marketplace,3,55.86,0.15,24.15,142.44
100775,2024-03-30,South,Electronics,Power Bank,New,Online,3,21.81,0.1,33.62,58.89
100776,2024-03-30,South,Home & Kitchen,Blender,Loyalty,Marketplace,3,36.58,0.0,1.98,109.74
100777,2024-03-30,South,Beauty,Face Serum,Returning,In-Store,2,25.1,0.0,21.36,50.2
100778,2024-03-30,North,Apparel,T-Shirt,Returning,Online,5,23.51,0.0,29.65,117.55
100779,2024-03-30,South,Beauty,Moisturizer,New,Online,5,19.18,0.0,48.67,95.9
100780,2024-03-30,East,Electronics,Power Bank,Loyalty,Online,5,24.4,0.0,33.87,122.0
100781,2024-03-31,West,Apparel,Running Shoes,New,Online,1,84.92,0.15,20.72,72.18
100782,2024-03-31,North,Home & Kitchen,Coffee Maker,Returning,In-Store,1,53.86,0.0,41.4,53.86
100783,2024-03-31,East,Electronics,Bluetooth Speaker,New,Online,1,64.8,0.1,42.13,58.32
100784,2024-03-31,South,Apparel,T-Shirt,Returning,Online,5,17.8,0.15,28.99,75.65
100785,2024-03-31,East,Apparel,Running Shoes,New,In-Store,3,69.5,0.0,19.6,208.5
100786,2024-03-31,South,Apparel,T-Shirt,New,Online,5,18.27,0.0,0.77,91.35
100787,2024-03-31,North,Home & Kitchen,Coffee Maker,Returning,Online,1,58.45,0.15,3.67,49.68
100788,2024-03-31,West,Electronics,Smartphone Case,Returning,Online,3,17.65,0.0,2.0,52.95
100789,2024-03-31,West,Electronics,Power Bank,New,In-Store,2,30.62,0.0,31.81,61.24
100790,2024-03-31,South,Apparel,Backpack,Loyalty,Marketplace,5,44.07,0.0,25.29,220.35
100791,2024-03-31,North,Home & Kitchen,Coffee Maker,New,In-Store,1,62.45,0.1,6.77,56.21
100792,2024-04-01,North,Apparel,Backpack,Returning,In-Store,3,51.17,0.15,26.09,130.48
100793,2024-04-01,North,Apparel,Backpack,Loyalty,Online,5,53.34,0.0,28.7,266.7
100794,2024-04-01,East,Electronics,Smartphone Case,Returning,Online,4,14.52,0.0,0.92,58.08
100795,2024-04-01,East,Apparel,Running Shoes,New,Online,4,60.41,0.0,37.8,241.64
100796,2024-04-01,South,Apparel,Backpack,New,Online,5,41.75,0.0,1.41,208.75
100797,2024-04-01,North,Beauty,Face Serum,Returning,In-Store,3,34.13,0.0,9.56,102.39
100798,2024-04-01,South,Beauty,Moisturizer,Loyalty,Online,2,19.15,0.1,24.59,34.47
100799,2024-04-01,East,Apparel,Running Shoes,New,In-Store,1,71.2,0.0,8.62,71.2
100800,2024-04-01,East,Home & Kitchen,Coffee Maker,Returning,Online,2,56.85,0.0,28.58,113.7
100801,2024-04-01,North,Electronics,Bluetooth Speaker,Returning,Marketplace,5,69.89,0.0,15.31,349.45
100802,2024-04-02,West,Electronics,Bluetooth Speaker,Returning,In-Store,5,68.55,0.0,12.09,342.75
100803,2024-04-02,South,Beauty,Lipstick Set,New,In-Store,3,23.77,0.0,48.09,71.31
100804,2024-04-02,East,Home & Kitchen,Vacuum Cleaner,New,Online,4,128.31,0.1,11.41,461.92
100805,2024-04-02,West,Apparel,Running Shoes,New,Online,2,78.7,0.15,5.65,133.79
100806,2024-04-02,East,Electronics,Wireless Earbuds,Loyalty,Marketplace,4,45.81,0.15,47.37,155.75
100807,2024-04-02,South,Home & Kitchen,Blender,Returning,Online,1,35.1,0.0,24.53,35.1
100808,2024-04-02,South,Apparel,Jacket,Returning,Marketplace,2,78.83,0.0,7.37,157.66
100809,2024-04-02,East,Apparel,T-Shirt,Returning,Marketplace,3,19.24,0.0,48.67,57.72
100810,2024-04-02,South,Beauty,Face Serum,Loyalty,Online,5,26.86,0.0,22.12,134.3
100811,2024-04-02,North,Electronics,Bluetooth Speaker,New,Online,3,68.02,0.0,8.23,204.06
100812,2024-04-03,South,Apparel,Running Shoes,New,Online,1,62.31,0.15,16.03,52.96
100813,2024-04-03,East,Beauty,Moisturizer,New,In-Store,5,22.42,0.1,16.29,100.89
100814,2024-04-03,West,Home & Kitchen,Air Fryer,New,In-Store,5,89.94,0.0,17.75,449.7
100815,2024-04-03,South,Beauty,Moisturizer,Returning,Online,2,18.6,0.15,15.07,31.62
100816,2024-04-03,North,Electronics,Wireless Earbuds,Returning,In-Store,2,52.73,0.15,46.38,89.64
100817,2024-04-03,West,Beauty,Face Serum,New,Marketplace,1,34.69,0.0,32.14,34.69
100818,2024-04-03,East,Apparel,T-Shirt,Returning,Online,2,19.1,0.0,13.74,38.2
100819,2024-04-04,West,Apparel,T-Shirt,New,Online,5,23.39,0.2,30.34,93.56
100820,2024-04-04,North,Beauty,Moisturizer,Loyalty,Online,1,22.6,0.1,37.14,20.34
100821,2024-04-04,East,Apparel,Jacket,New,In-Store,1,88.02,0.0,2.81,88.02
100822,2024-04-04,North,Electronics,Smartphone Case,Returning,Marketplace,4,16.88,0.15,19.81,57.39
100823,2024-04-04,East,Apparel,T-Shirt,Returning,Online,1,22.1,0.0,33.78,22.1
100824,2024-04-04,East,Apparel,T-Shirt,Returning,Online,5,20.51,0.2,47.29,82.04
100825,2024-04-05,West,Home & Kitchen,Coffee Maker,Returning,Online,2,61.2,0.0,13.15,122.4
100826,2024-04-05,North,Home & Kitchen,Vacuum Cleaner,New,In-Store,3,123.75,0.2,28.06,297.0
100827,2024-04-05,East,Apparel,Jacket,New,Marketplace,1,88.81,0.0,36.09,88.81
100828,2024-04-05,North,Beauty,Shampoo,Returning,In-Store,5,13.41,0.0,3.28,67.05
100829,2024-04-05,East,Apparel,Running Shoes,Returning,Online,4,72.33,0.0,24.78,289.32
100830,2024-04-05,South,Electronics,Wireless Earbuds,New,Online,5,41.96,0.0,27.17,209.8
100831,2024-04-05,South,Electronics,Wireless Earbuds,New,In-Store,5,39.4,0.0,32.66,197.0
100832,2024-04-05,North,Electronics,Power Bank,Returning,In-Store,2,29.21,0.0,23.01,58.42
100833,2024-04-05,North,Apparel,Jacket,New,Marketplace,5,105.08,0.15,0.27,446.59
100834,2024-04-05,North,Electronics,Smartphone Case,Returning,Online,2,15.38,0.0,27.87,30.76
100835,2024-04-06,North,Electronics,Smartphone Case,Returning,Online,3,17.51,0.15,49.95,44.65
100836,2024-04-06,East,Electronics,Power Bank,New,Online,1,25.43,0.0,45.07,25.43
100837,2024-04-06,East,Home & Kitchen,Air Fryer,Loyalty,Marketplace,1,84.31,0.0,16.81,84.31
100838,2024-04-06,South,Apparel,T-Shirt,Returning,In-Store,4,17.86,0.0,6.91,71.44
100839,2024-04-06,South,Apparel,T-Shirt,Returning,In-Store,1,18.95,0.1,47.89,17.06
100840,2024-04-06,West,Apparel,Backpack,Loyalty,In-Store,4,59.36,0.0,41.64,237.44
100841,2024-04-06,North,Electronics,Smartphone Case,Returning,Marketplace,4,15.59,0.0,44.19,62.36
100842,2024-04-06,East,Beauty,Moisturizer,New,Online,2,23.3,0.0,11.96,46.6
100843,2024-04-07,South,Electronics,Smartphone Case,Returning,In-Store,5,13.77,0.0,29.27,68.85
100844,2024-04-07,South,Electronics,Smartphone Case,New,Online,3,13.34,0.0,24.62,40.02
100845,2024-04-07,North,Beauty,Moisturizer,Loyalty,Marketplace,1,24.48,0.0,3.06,24.48
100846,2024-04-07,East,Home & Kitchen,Air Fryer,New,Online,4,76.51,0.0,25.03,306.04
100847,2024-04-07,West,Electronics,Bluetooth Speaker,New,In-Store,3,69.79,0.0,,209.37
100848,2024-04-07,West,Beauty,Shampoo,Returning,Online,1,13.25,0.0,41.61,13.25
100849,2024-04-07,North,Beauty,Shampoo,New,Marketplace,1,12.18,0.0,0.42,12.18
100850,2024-04-07,North,Apparel,Backpack,Returning,Marketplace,4,52.9,0.0,33.8,211.6
100851,2024-04-07,East,Beauty,Face Serum,New,Online,5,32.08,0.0,3.71,160.4
100852,2024-04-07,North,Apparel,T-Shirt,Returning,Marketplace,2,22.12,0.0,11.57,44.24
100853,2024-04-07,East,Apparel,Backpack,New,In-Store,1,50.35,0.15,42.03,42.8
100854,2024-04-07,West,Apparel,Backpack,Loyalty,Marketplace,3,59.34,0.1,23.64,160.22
100855,2024-04-07,North,Electronics,Power Bank,New,Marketplace,3,27.04,0.0,43.05,81.12
100856,2024-04-08,South,Electronics,Wireless Earbuds,New,Online,1,38.09,0.1,32.01,34.28
100857,2024-04-08,North,Electronics,Wireless Earbuds,Returning,In-Store,2,48.02,0.0,3.66,96.04
100858,2024-04-08,West,Apparel,T-Shirt,Returning,In-Store,5,22.13,0.1,36.31,99.58
100859,2024-04-08,West,Electronics,Wireless Earbuds,New,In-Store,3,53.01,0.0,34.64,159.03
100860,2024-04-08,West,Apparel,T-Shirt,Returning,In-Store,3,23.01,0.15,26.14,58.68
100861,2024-04-08,North,Electronics,Bluetooth Speaker,Loyalty,Online,4,67.09,0.0,24.12,268.36
100862,2024-04-08,North,Apparel,Running Shoes,Returning,Online,1,83.18,0.0,44.12,83.18
100863,2024-04-08,East,Electronics,Wireless Earbuds,Returning,Marketplace,4,46.05,0.0,35.56,184.2
100864,2024-04-08,North,Home & Kitchen,Blender,Returning,In-Store,4,43.22,0.0,16.33,172.88
100865,2024-04-08,South,Home & Kitchen,Coffee Maker,Returning,Online,3,49.46,0.0,7.11,148.38
100866,2024-04-08,East,Apparel,Running Shoes,Returning,Online,5,75.9,0.0,40.32,379.5
100867,2024-04-08,North,Apparel,Backpack,New,Online,5,53.25,0.15,10.43,226.31
100868,2024-04-08,East,Home & Kitchen,Vacuum Cleaner,Returning,Online,2,114.35,0.0,0.69,228.7
100869,2024-04-08,West,Beauty,Face Serum,Returning,Marketplace,4,30.9,0.0,28.25,123.6
100870,2024-04-09,East,Apparel,Backpack,Loyalty,Marketplace,2,47.96,0.0,35.95,95.92
100871,2024-04-09,South,Electronics,Smartphone Case,New,Online,2,12.52,0.0,37.48,25.04
100872,2024-04-09,East,Home & Kitchen,Blender,Returning,Marketplace,4,39.97,0.0,46.21,159.88
100873,2024-04-09,North,Electronics,Bluetooth Speaker,Returning,Online,4,68.25,0.0,46.7,273.0
100874,2024-04-09,North,Beauty,Shampoo,Loyalty,In-Store,1,13.68,0.0,1.05,13.68
100875,2024-04-10,South,Beauty,Shampoo,Loyalty,Marketplace,3,11.04,0.0,47.66,33.12
